"","user_id","product_id","reordered","product_name","aisle_id","department_id","U_total_orders","U_dows","U_hods","U_roBkt1","U_roBkt2","U_roBkt3","U_roBkt4","U_roBkt5","U_cartbkt1","U_cartbkt2","U_cartbkt3","U_cartbkt4","U_cartbkt6","UA_orders","UA_reord_rate","UA_weight","UA_recency","UA_pur_duration","UA_Pur_freq","UA_pur_due","UA_atc0","UA_atc1","UA_atc2","UA_atc3","UA_dows","UA_hods","UD_orders","UD_reord_rate","UD_weight","UD_recency","UD_pur_duration","UD_Pur_freq","UD_pur_due","UD_atc0","UD_atc1","UD_atc2","UD_atc3","UD_dows","UD_hods"
"11",2,5699,0,"Gluten Free Mushroom Risotto Bowl",38,1,14,0.36,1,2,3,6,3,0,0,1,1,6,6,12,0.17,0.43,137,70,5.8,23.62,0.08,0,0.08,0.83,0,1,17,0.29,0.3,30,177,10.4,2.88,0.06,0.06,0.12,0.76,0.18,1
"12",2,31612,0,"Black Bean Vegetables Burrito",38,1,14,0.36,1,2,3,6,3,0,0,1,1,6,6,12,0.17,0.43,137,70,5.8,23.62,0.08,0,0.08,0.83,0,1,17,0.29,0.3,30,177,10.4,2.88,0.06,0.06,0.12,0.76,0.18,1
"13",2,34284,0,"Organic Light In Sodium Butternut Squash Soup",69,15,14,0.36,1,2,3,6,3,0,0,1,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.67,43,0,0,0,1,0,0,0,0,1
"14",2,48523,0,"Birthday Cake Light Ice Cream",37,1,14,0.36,1,2,3,6,3,0,0,1,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0.29,0.3,30,177,10.4,2.88,0.06,0.06,0.12,0.76,0.18,1
"15",2,2361,0,"Mint Chip",37,1,14,0.36,1,2,3,6,3,0,0,1,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0.29,0.3,30,177,10.4,2.88,0.06,0.06,0.12,0.76,0.18,1
"16",2,48821,0,"Pistachio Ice Cream",37,1,14,0.36,1,2,3,6,3,0,0,1,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0.29,0.3,30,177,10.4,2.88,0.06,0.06,0.12,0.76,0.18,1
"17",2,11913,0,"Shelled Pistachios",117,19,14,0.36,1,2,3,6,3,0,0,1,1,6,6,3,0,0.66,43,102,34,1.26,0.33,0.33,0.33,0,0.67,1,42,0.5,0.4,30,198,4.7,6.38,0.4,0.26,0.24,0.1,0.33,1
"18",2,45645,0,"Dark Chocolate Nuts & Sea Salt Bars",3,19,14,0.36,1,2,3,6,3,0,0,1,1,6,6,6,0,0.5,137,62,10.3,13.3,0.33,0.17,0.5,0,0,1,42,0.5,0.4,30,198,4.7,6.38,0.4,0.26,0.24,0.1,0.33,1
"19",2,1757,0,"Organic Cashew Carrot Ginger Soup",69,15,14,0.36,1,2,3,6,3,0,0,1,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.67,43,0,0,0,1,0,0,0,0,1
"20",2,21329,0,"Organic Hearty Split Pea & Uncured Ham Soup",69,15,14,0.36,1,2,3,6,3,0,0,1,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.67,43,0,0,0,1,0,0,0,0,1
"21",5,19057,0,"Organic Large Extra Fancy Fuji Apple",24,4,4,0.5,0.5,1,0,2,1,0,0,1,0,3,0,4,0.75,0.76,6,40,10,0.6,0.25,0,0.75,0,0.5,0.5,19,0.47,0.42,6,40,2.1,2.86,0.16,0.37,0.47,0,0.47,0.58
"22",5,16185,0,"Sharp Cheddar Cheese",21,16,4,0.5,0.5,1,0,2,1,0,0,1,0,3,0,1,0,0.83,6,0,0,0,0,0,0,1,1,0,8,0.5,0.44,6,40,5,1.2,0.5,0.12,0.25,0.12,0.75,0.5
"23",5,20843,0,"100% Pure Eucalyptus Essential Oil",101,17,4,0.5,0.5,1,0,2,1,0,0,1,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",5,20114,0,"Jalapeno Peppers",83,4,4,0.5,0.5,1,0,2,1,0,0,1,0,3,0,6,0.33,0.79,6,40,6.7,0.9,0.17,0.17,0.67,0,0.5,0.67,19,0.47,0.42,6,40,2.1,2.86,0.16,0.37,0.47,0,0.47,0.58
"25",5,48204,0,"Tamari Gluten Free Soy Sauce",66,6,4,0.5,0.5,1,0,2,1,0,0,1,0,3,0,2,0.5,0.78,6,40,20,0.3,0.5,0.5,0,0,0.5,0.5,2,0.5,0.39,6,40,20,0.3,0.5,0.5,0,0,0.5,0.5
"26",7,12053,0,"Panama Peach Antioxidant Infusion",31,7,20,0.45,0.7,1,2,2,6,9,1,4,2,9,4,27,0.78,0.75,6,203,7.5,0.8,0.22,0.26,0.3,0.22,0.67,0.59,51,0.82,0.5,6,203,4,1.5,0.24,0.33,0.29,0.14,0.57,0.63
"27",8,5539,0,"Organic SprouTofu Silken Tofu",14,20,3,0.33,0,1,0,2,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",8,10960,0,"Nutritional Yeast Seasoning",104,13,3,0.33,0,1,0,2,0,0,0,0,0,1,2,1,0,0.62,70,0,0,0,0,1,0,0,0,0,3,0,0.29,10,60,20,0.5,0,0.67,0,0.33,0,0
"29",8,22247,0,"Organic Chives",16,4,3,0.33,0,1,0,2,0,0,0,0,0,1,2,3,0,0.62,70,0,0,0,0,0.67,0,0.33,0,0,27,0.33,0.26,10,60,2.2,4.55,0.26,0.11,0.37,0.26,0.33,0
"30",8,4853,0,"Broccoli Rabe",83,4,3,0.33,0,1,0,2,0,0,0,0,0,1,2,20,0.4,0.56,10,60,3,3.33,0.25,0.05,0.45,0.25,0.4,0,27,0.33,0.26,10,60,2.2,4.55,0.26,0.11,0.37,0.26,0.33,0
"31",8,27104,0,"Fresh Cauliflower",83,4,3,0.33,0,1,0,2,0,0,0,0,0,1,2,20,0.4,0.56,10,60,3,3.33,0.25,0.05,0.45,0.25,0.4,0,27,0.33,0.26,10,60,2.2,4.55,0.26,0.11,0.37,0.26,0.33,0
"32",8,7058,0,"Vidalia Onions",83,4,3,0.33,0,1,0,2,0,0,0,0,0,1,2,20,0.4,0.56,10,60,3,3.33,0.25,0.05,0.45,0.25,0.4,0,27,0.33,0.26,10,60,2.2,4.55,0.26,0.11,0.37,0.26,0.33,0
"33",8,41259,0,"Poblano Pepper",83,4,3,0.33,0,1,0,2,0,0,0,0,0,1,2,20,0.4,0.56,10,60,3,3.33,0.25,0.05,0.45,0.25,0.4,0,27,0.33,0.26,10,60,2.2,4.55,0.26,0.11,0.37,0.26,0.33,0
"34",8,37803,0,"Oyster Mushrooms",83,4,3,0.33,0,1,0,2,0,0,0,0,0,1,2,20,0.4,0.56,10,60,3,3.33,0.25,0.05,0.45,0.25,0.4,0,27,0.33,0.26,10,60,2.2,4.55,0.26,0.11,0.37,0.26,0.33,0
"35",8,48230,0,"Soft Taco Size White Flour Tortillas",128,3,3,0.33,0,1,0,2,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",8,47766,0,"Organic Avocado",24,4,3,0.33,0,1,0,2,0,0,0,0,0,1,2,2,0,0.62,10,60,30,0.33,0.5,0,0.5,0,0,0,27,0.33,0.26,10,60,2.2,4.55,0.26,0.11,0.37,0.26,0.33,0
"37",8,31717,0,"Organic Cilantro",16,4,3,0.33,0,1,0,2,0,0,0,0,0,1,2,3,0,0.62,70,0,0,0,0,0.67,0,0.33,0,0,27,0.33,0.26,10,60,2.2,4.55,0.26,0.11,0.37,0.26,0.33,0
"38",8,25659,0,"Organic Coconut Milk",91,16,3,0.33,0,1,0,2,0,0,0,0,0,1,2,2,0,0.54,40,30,15,2.67,0,0,0.5,0.5,0.5,0,12,0.33,0.26,10,60,5,2,0.17,0.25,0.33,0.25,0.42,0
"39",8,48121,0,"Solid White-No Salt Added Albacore Tuna",95,15,3,0.33,0,1,0,2,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0.28,10,60,12,0.83,0,0.2,0.2,0.6,0.2,0
"40",8,2846,0,"Organic Green Onions",83,4,3,0.33,0,1,0,2,0,0,0,0,0,1,2,20,0.4,0.56,10,60,3,3.33,0.25,0.05,0.45,0.25,0.4,0,27,0.33,0.26,10,60,2.2,4.55,0.26,0.11,0.37,0.26,0.33,0
"41",10,29650,0,"Pork Chorizo",122,12,5,0,0.4,2,1,1,0,1,0,1,0,0,4,3,0.33,0.44,30,49,16.3,1.84,0,0,1,0,0,0.33,13,0.38,0.18,30,49,3.8,7.89,0.15,0.31,0.46,0.08,0,0.31
"42",10,48720,0,"Shoestring Fries",129,1,5,0,0.4,2,1,1,0,1,0,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.2,79,0,0,0,1,0,0,0,0,0
"43",10,24654,0,"Potato Hot Dog Buns",43,3,5,0,0.4,2,1,1,0,1,0,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",10,10177,0,"German Barrel Sauerkraut",110,13,5,0,0.4,2,1,1,0,1,0,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0.32,0.19,30,49,2.2,13.64,0,0,0.09,0.91,0,0.23
"45",13,47078,0,"Lavender & Witch Hazel Alcohol-Free Toner",109,11,12,0.5,0.33,1,0,6,5,0,0,5,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",14,11042,0,"Fish Fry Seafood Breading Mix",5,13,13,0.62,0.54,1,5,5,2,0,0,3,0,4,6,13,0.38,0.8,11,235,18.1,0.61,0.08,0.08,0.31,0.54,0.69,0.62,51,0.22,0.46,11,265,5.2,2.12,0.14,0.1,0.18,0.59,0.69,0.59
"47",14,29615,0,"Bread, Country Buttermilk",112,3,13,0.62,0.54,1,5,5,2,0,0,3,0,4,6,9,0.22,0.79,22,254,28.2,0.78,0.11,0.22,0.44,0.22,0.44,0.78,14,0.29,0.53,11,265,18.9,0.58,0.14,0.29,0.36,0.21,0.57,0.57
"48",14,42284,0,"Cinnamon Horns",93,3,13,0.62,0.54,1,5,5,2,0,0,3,0,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.29,0.53,11,265,18.9,0.58,0.14,0.29,0.36,0.21,0.57,0.57
"49",17,1217,0,"Select-A-Size Paper Towels, White, 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins",54,17,40,0.6,0.92,2,2,11,16,9,1,12,16,10,1,10,0.6,0.88,98,186,18.6,5.27,0.2,0.4,0.3,0.1,0.5,1,17,0.53,0.72,30,254,14.9,2.01,0.12,0.35,0.35,0.18,0.47,1
"50",17,43352,0,"Raspberries",32,4,40,0.6,0.92,2,2,11,16,9,1,12,16,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.86,0.74,30,287,20.5,1.46,0.07,0.57,0.36,0,0.5,1
"51",17,4374,0,"Ultra Soft Bathroom Tissue Double Rolls",54,17,40,0.6,0.92,2,2,11,16,9,1,12,16,10,1,10,0.6,0.88,98,186,18.6,5.27,0.2,0.4,0.3,0.1,0.5,1,17,0.53,0.72,30,254,14.9,2.01,0.12,0.35,0.35,0.18,0.47,1
"52",18,5450,0,"Small Hass Avocado",24,4,6,0.5,0.67,2,1,2,1,0,0,3,1,2,0,4,0,0.75,11,24,6,1.83,0.5,0.25,0,0.25,0.75,0.75,16,0.19,0.48,11,24,1.5,7.33,0.25,0.25,0.38,0.12,0.81,0.75
"53",18,8518,0,"Organic Red Onion",83,4,6,0.5,0.67,2,1,2,1,0,0,3,1,2,0,1,0,0.62,11,0,0,0,0,0,1,0,1,1,16,0.19,0.48,11,24,1.5,7.33,0.25,0.25,0.38,0.12,0.81,0.75
"54",18,22888,0,"90% Lean Ground Beef",122,12,6,0.5,0.67,2,1,2,1,0,0,3,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,7,0,0,0,1,0,0,0,1,1
"55",18,11022,0,"Mini Peppers",123,4,6,0.5,0.67,2,1,2,1,0,0,3,1,2,0,9,0.33,0.71,11,24,2.7,4.07,0.11,0.22,0.56,0.11,0.89,0.67,16,0.19,0.48,11,24,1.5,7.33,0.25,0.25,0.38,0.12,0.81,0.75
"56",18,41463,0,"Cannellini Beans",59,15,6,0.5,0.67,2,1,2,1,0,0,3,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",18,17461,0,"Air Chilled Organic Boneless Skinless Chicken Breasts",35,12,6,0.5,0.67,2,1,2,1,0,0,3,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,7,0,0,0,1,0,0,0,1,1
"58",21,16615,0,"Zero Calories Berry Nutrient Enhanced Water",64,7,33,0.52,0.88,2,6,12,8,5,0,20,8,4,1,2,0,0.76,28,114,57,0.49,0,0.5,0.5,0,1,1,50,0.66,0.6,28,310,6.2,4.52,0.78,0.1,0.06,0.06,0.6,0.88
"59",23,33797,0,"Febreze Lavender Vanilla & Comfort Scent Sweeper Dry Pad Refills",114,17,4,0.25,1,3,0,1,0,0,0,0,0,4,0,2,0,0.94,60,14,7,8.57,0.5,0.5,0,0,0,1,5,0,0.68,30,44,8.8,3.41,0.4,0.2,0.4,0,0.2,1
"60",23,20468,0,"Recipe Secrets Onion Soup & Dip Mix",69,15,4,0.25,1,3,0,1,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.25,0.68,30,44,11,2.73,0.25,0.75,0,0,0,1
"61",23,13481,0,"Extra Noodle Soup Mix",69,15,4,0.25,1,3,0,1,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.25,0.68,30,44,11,2.73,0.25,0.75,0,0,0,1
"62",23,8224,0,"Chicken Bouillon Cubes",69,15,4,0.25,1,3,0,1,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.25,0.68,30,44,11,2.73,0.25,0.75,0,0,0,1
"63",23,14536,0,"Natural Goodness 33% Less Sodium Chicken Broth",69,15,4,0.25,1,3,0,1,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.25,0.68,30,44,11,2.73,0.25,0.75,0,0,0,1
"64",23,32327,0,"3 Gallon Food Scrap Bag",60,17,4,0.25,1,3,0,1,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0.68,30,44,8.8,3.41,0.4,0.2,0.4,0,0.2,1
"65",27,11777,0,"Red Raspberries",123,4,81,0.64,0.93,5,8,19,29,20,5,22,16,23,15,24,0.75,0.5,4,144,6,0.67,0.25,0.12,0.21,0.42,0.54,0.92,63,0.65,0.31,4,342,5.4,0.74,0.19,0.21,0.17,0.43,0.52,0.92
"66",27,17553,0,"Lowfat Blueberry Yogurt",120,16,81,0.64,0.93,5,8,19,29,20,5,22,16,23,15,150,0.82,0.37,4,342,2.3,1.74,0.21,0.21,0.36,0.23,0.65,0.92,209,0.77,0.25,4,349,1.7,2.35,0.26,0.2,0.31,0.23,0.61,0.92
"67",27,10768,0,"Organic Raspberry Lowfat Yogurt",120,16,81,0.64,0.93,5,8,19,29,20,5,22,16,23,15,150,0.82,0.37,4,342,2.3,1.74,0.21,0.21,0.36,0.23,0.65,0.92,209,0.77,0.25,4,349,1.7,2.35,0.26,0.2,0.31,0.23,0.61,0.92
"68",34,24852,0,"Banana",24,4,5,0.6,0.8,2,1,2,0,0,1,1,2,1,0,1,0,0.75,51,0,0,0,0,1,0,0,0,1,9,0.11,0.53,51,10,1.1,46.36,0.22,0.22,0.44,0.11,0.67,1
"69",34,27086,0,"Half & Half",53,16,5,0.6,0.8,2,1,2,0,0,1,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.33,0.6,30,31,5.2,5.77,0.5,0.33,0,0.17,0.33,1
"70",37,41665,0,"Organic Mexican Blend Finely Shredded Cheese",21,16,23,0.22,0.74,2,4,10,4,3,1,6,7,9,0,8,0.5,0.71,22,277,34.6,0.64,0.25,0.38,0.38,0,0.12,0.75,28,0.36,0.52,16,295,10.5,1.52,0.46,0.29,0.21,0.04,0.25,0.79
"71",37,26790,0,"Organic AppleApple",99,15,23,0.22,0.74,2,4,10,4,3,1,6,7,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0.58,52,211,52.8,0.98,0,0.75,0.25,0,0.75,0.75
"72",37,43014,0,"Sliced Baby Bella Mushrooms",123,4,23,0.22,0.74,2,4,10,4,3,1,6,7,9,0,7,0.43,0.61,22,289,41.3,0.53,0.43,0.14,0.43,0,0.43,0.57,86,0.56,0.46,16,295,3.4,4.71,0.36,0.34,0.24,0.06,0.29,0.69
"73",37,12204,0,"Vegetable Medley",116,1,23,0.22,0.74,2,4,10,4,3,1,6,7,9,0,6,0.17,0.79,52,255,42.5,1.22,0.33,0.17,0.5,0,0.17,0.83,7,0.14,0.6,52,255,36.4,1.43,0.29,0.29,0.43,0,0.29,0.71
"74",37,2243,0,"Mango Peach Goat Milk Yogurt Baby Food",120,16,23,0.22,0.74,2,4,10,4,3,1,6,7,9,0,7,0.43,0.67,65,234,33.4,1.95,0.57,0.29,0.14,0,0.57,0.71,28,0.36,0.52,16,295,10.5,1.52,0.46,0.29,0.21,0.04,0.25,0.79
"75",37,4189,0,"Yogurt, Goat Milk, and Fruit, Banana & Natural Vanilla Bean with Pear, 2+",120,16,23,0.22,0.74,2,4,10,4,3,1,6,7,9,0,7,0.43,0.67,65,234,33.4,1.95,0.57,0.29,0.14,0,0.57,0.71,28,0.36,0.52,16,295,10.5,1.52,0.46,0.29,0.21,0.04,0.25,0.79
"76",37,6607,0,"Organic Blueberry Fruit Spread",88,13,23,0.22,0.74,2,4,10,4,3,1,6,7,9,0,18,0.5,0.73,16,295,16.4,0.98,0.56,0.22,0.22,0,0.11,0.78,22,0.41,0.55,16,295,13.4,1.19,0.5,0.23,0.27,0,0.14,0.77
"77",38,27231,0,"Sugar, Organic",17,13,12,0.42,0.75,1,1,5,5,0,0,1,0,5,6,1,0,0.71,30,0,0,0,1,0,0,0,1,1,10,0.3,0.52,30,231,23.1,1.3,0.1,0,0.2,0.7,0.4,0.8
"78",38,9366,0,"Penne Rigate #41 Pasta",131,9,12,0.42,0.75,1,1,5,5,0,0,1,0,5,6,2,0,0.71,30,0,0,0,0,1,0,0,1,1,7,0.29,0.48,30,201,28.7,1.05,0.14,0.29,0.43,0.14,0.57,0.86
"79",38,18337,0,"Classic Mild Cheddar Macaroni & Cheese",4,9,12,0.42,0.75,1,1,5,5,0,0,1,0,5,6,3,0.67,0.82,194,37,12.3,15.77,0,0,0.67,0.33,0.33,1,7,0.29,0.48,30,201,28.7,1.05,0.14,0.29,0.43,0.14,0.57,0.86
"80",38,21198,0,"Coconut Milk Non Dairy Frozen Dessert No Sugar Added Mint Chip",37,1,12,0.42,0.75,1,1,5,5,0,0,1,0,5,6,3,0,0.74,172,0,0,0,0.33,0,0,0.67,1,1,20,0.55,0.5,60,201,10.1,5.94,0.35,0.2,0.05,0.4,0.35,0.8
"81",38,15842,0,"Dairy Free Coconut Milk Yogurt Alternative",120,16,12,0.42,0.75,1,1,5,5,0,0,1,0,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,0.64,0.49,30,231,4.9,6.12,0.11,0.4,0.3,0.19,0.38,0.7
"82",38,26126,0,"Moisturizing Yuzu Shower Gel",25,11,12,0.42,0.75,1,1,5,5,0,0,1,0,5,6,2,0,0.67,103,0,0,0,0.5,0,0,0.5,0,0,2,0,0.5,103,0,0,0,0.5,0,0,0.5,0,0
"83",38,41950,0,"Organic Tomato Cluster",83,4,12,0.42,0.75,1,1,5,5,0,0,1,0,5,6,14,0.57,0.79,60,201,14.4,4.17,0,0.07,0.36,0.57,0.36,0.86,24,0.62,0.5,30,231,9.6,3.12,0.08,0.12,0.46,0.33,0.46,0.79
"84",38,19678,0,"Organic Russet Potato",83,4,12,0.42,0.75,1,1,5,5,0,0,1,0,5,6,14,0.57,0.79,60,201,14.4,4.17,0,0.07,0.36,0.57,0.36,0.86,24,0.62,0.5,30,231,9.6,3.12,0.08,0.12,0.46,0.33,0.46,0.79
"85",38,48205,0,"Spinach",123,4,12,0.42,0.75,1,1,5,5,0,0,1,0,5,6,1,0,0.71,30,0,0,0,0,0,1,0,1,1,24,0.62,0.5,30,231,9.6,3.12,0.08,0.12,0.46,0.33,0.46,0.79
"86",41,15290,0,"Orange Bell Pepper",83,4,5,0.6,0.4,1,2,2,0,0,0,0,1,3,1,11,0.36,0.77,30,103,9.4,3.19,0.45,0.09,0.18,0.27,0.64,0.27,18,0.22,0.46,30,103,5.7,5.26,0.33,0.22,0.17,0.28,0.72,0.22
"87",41,24964,0,"Organic Garlic",83,4,5,0.6,0.4,1,2,2,0,0,0,0,1,3,1,11,0.36,0.77,30,103,9.4,3.19,0.45,0.09,0.18,0.27,0.64,0.27,18,0.22,0.46,30,103,5.7,5.26,0.33,0.22,0.17,0.28,0.72,0.22
"88",41,43961,0,"Organic Peeled Whole Baby Carrots",123,4,5,0.6,0.4,1,2,2,0,0,0,0,1,3,1,3,0,0.75,57,76,25.3,2.25,0.33,0.33,0.33,0,0.67,0,18,0.22,0.46,30,103,5.7,5.26,0.33,0.22,0.17,0.28,0.72,0.22
"89",41,18727,0,"Smoked Apple Sage Sausages",106,12,5,0.6,0.4,1,2,2,0,0,0,0,1,3,1,1,0,0.77,30,0,0,0,0,0,0,1,1,1,3,0,0.43,30,49,16.3,1.84,0,0.33,0.33,0.33,1,0.33
"90",41,248,0,"Dried Sweetened Cranberries",117,19,5,0.6,0.4,1,2,2,0,0,0,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0.45,57,22,7.3,7.81,0,0.33,0.33,0.33,1,0
"91",41,24184,0,"Red Peppers",83,4,5,0.6,0.4,1,2,2,0,0,0,0,1,3,1,11,0.36,0.77,30,103,9.4,3.19,0.45,0.09,0.18,0.27,0.64,0.27,18,0.22,0.46,30,103,5.7,5.26,0.33,0.22,0.17,0.28,0.72,0.22
"92",41,27156,0,"Organic Black Beans",59,15,5,0.6,0.4,1,2,2,0,0,0,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",41,20520,0,"Mild Diced Green Chiles",81,15,5,0.6,0.4,1,2,2,0,0,0,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",41,18696,0,"Mild Red Enchilada Sauce",30,6,5,0.6,0.4,1,2,2,0,0,0,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",41,3661,0,"S'mores Luna Bar",3,19,5,0.6,0.4,1,2,2,0,0,0,0,1,3,1,1,0,0.74,79,0,0,0,0,0,0,1,1,0,3,0,0.45,57,22,7.3,7.81,0,0.33,0.33,0.33,1,0
