"","user_id","product_id","prodPurchCount","prodAddtocartOrder","prodPurch_lag","prodLastPurch","prodNextPurch","FUTorder_number","FUTorder_dow","FUTorder_hour_of_day","FUTdays_since_prior_order","FUTadd_to_cart_order","FUTreordered","product_name","aisle_id","department_id"
"158",7,27690,1,4,0,203,203,NA,NA,NA,NA,NA,0,"Apple Cinnamon GoGo Squeez",50,19
"159",7,29602,1,7,0,147,147,NA,NA,NA,NA,NA,0,"Ear Candy (Cow Ears) Dog Chews",40,8
"160",7,29894,1,7,0,193,193,21,2,11,6,8,1,"Organic Dark Brown Sugar",17,13
"161",7,29993,1,2,0,203,203,NA,NA,NA,NA,NA,0,"Organic Low Fat Chocolate Milk",84,16
"162",7,30391,3,7,17,203,220,NA,NA,NA,NA,NA,0,"Organic Cucumber",83,4
"163",7,31343,1,4,0,123,123,NA,NA,NA,NA,NA,0,"Shredded Mild Cheddar Cheese",21,16
"164",7,31683,2,4,43.5,203,246.5,NA,NA,NA,NA,NA,0,"Original No Pulp 100% Florida Orange Juice",31,7
"165",7,31717,1,6,0,193,193,NA,NA,NA,NA,NA,0,"Organic Cilantro",16,4
"166",7,32177,3,10,17,203,220,NA,NA,NA,NA,NA,0,"Blood Oranges",24,4
"167",7,33740,1,2,0,147,147,NA,NA,NA,NA,NA,0,"Cara Cara Oranges, Bag",24,4
"168",7,35333,2,4,17.5,193,210.5,NA,NA,NA,NA,NA,0,"Seasoning Bay Leaf",104,13
"169",7,37602,6,4,15,203,218,NA,NA,NA,NA,NA,0,"Mexican Coffee",26,7
"170",7,37999,1,2,0,196,196,21,2,11,6,3,1,"Antioxidant Infusions Ipanema Pomegranate Beverage",31,7
"171",7,39121,1,1,0,123,123,NA,NA,NA,NA,NA,0,"Organic Jasmine Rice",38,1
"172",7,39275,1,2,0,128,128,NA,NA,NA,NA,NA,0,"Organic Blueberries",123,4
"173",7,40852,7,5,13,203,216,21,2,11,6,6,1,"Lactose Free Fat Free Milk",91,16
"174",7,42265,1,5,0,158,158,NA,NA,NA,NA,NA,0,"Organic Baby Carrots",123,4
"175",7,42803,2,6,35,186,221,NA,NA,NA,NA,NA,0,"Organic Apple Slices",50,19
"176",7,43352,1,11,0,158,158,NA,NA,NA,NA,NA,0,"Raspberries",32,4
"177",7,43967,1,8,0,128,128,21,2,11,6,5,1,"Raspberry Lemonade",31,7
"178",7,44661,1,2,0,193,193,NA,NA,NA,NA,NA,0,"Bicolor Sweet Corn",83,4
"179",7,45066,2,11,17.5,193,210.5,21,2,11,6,9,1,"Honeycrisp Apple",24,4
"180",7,45628,1,2,0,116,116,NA,NA,NA,NA,NA,0,"Mango Rosewater Lassi Yogurt Drink",120,16
"181",7,46969,1,9,0,147,147,NA,NA,NA,NA,NA,0,"Organic Bosc Pear",24,4
"182",7,47272,2,1,3.5,203,206.5,21,2,11,6,2,1,"Antioxidant Infusions Beverage Malawi Mango",31,7
"183",7,47623,1,11,0,193,193,NA,NA,NA,NA,NA,0,"Seasoning Allspice",104,13
"184",7,NA,1,NA,0,209,209,NA,NA,NA,NA,NA,0,NA,NA,NA
"185",8,651,1,10,0,0,0,NA,NA,NA,NA,NA,0,"Organic Salted Butter",36,16
"186",8,1529,1,15,0,0,0,NA,NA,NA,NA,NA,0,"Parsley, Italian (Flat), New England Grown",16,4
"187",8,2078,3,4,30,60,90,NA,NA,NA,NA,NA,0,"Unsalted Pure Irish Butter",36,16
"188",8,4799,1,3,0,60,60,NA,NA,NA,NA,NA,0,"Shredded Parmesan",21,16
"189",8,6141,1,16,0,0,0,NA,NA,NA,NA,NA,0,"Low Sodium Beef Broth",69,15
"190",8,6473,1,3,0,0,0,NA,NA,NA,NA,NA,0,"Bag of Lemons",24,4
"191",8,8193,1,11,0,60,60,NA,NA,NA,NA,NA,0,"Russet Potato",83,4
"192",8,9839,2,10,15,30,45,NA,NA,NA,NA,NA,0,"Organic Broccoli",83,4
"193",8,10644,1,5,0,60,60,NA,NA,NA,NA,NA,0,"Italian Extra Virgin Olive Oil",19,13
"194",8,11136,1,9,0,30,30,NA,NA,NA,NA,NA,0,"Organic Low Sodium Chicken Cooking Stock",69,15
"195",8,14992,2,12,15,30,45,NA,NA,NA,NA,NA,0,"Green Beans",83,4
"196",8,15143,1,7,0,60,60,NA,NA,NA,NA,NA,0,"Blueberry Pint",24,4
"197",8,15937,1,9,0,60,60,4,1,14,10,1,1,"Shallot",83,4
"198",8,16349,1,11,0,0,0,NA,NA,NA,NA,NA,0,"Organic Yams",83,4
"199",8,17794,3,10,30,60,90,NA,NA,NA,NA,NA,0,"Carrots",83,4
"200",8,18479,1,12,0,60,60,NA,NA,NA,NA,NA,0,"Organic Low Sodium Vegetable Broth",69,15
"201",8,18531,2,10,15,60,75,NA,NA,NA,NA,NA,0,"Organic Heavy Whipping Cream",53,16
"202",8,20920,1,6,0,0,0,NA,NA,NA,NA,NA,0,"Sage",16,4
"203",8,21903,2,6,15,30,45,4,1,14,10,14,1,"Organic Baby Spinach",123,4
"204",8,23165,3,11,30,60,90,4,1,14,10,4,1,"Organic Leek",83,4
"205",8,23400,1,14,0,0,0,NA,NA,NA,NA,NA,0,"Organic Premium Tomato Paste",81,15
"206",8,24838,1,8,0,0,0,NA,NA,NA,NA,NA,0,"Unsweetened Almondmilk",91,16
"207",8,26882,1,3,0,30,30,NA,NA,NA,NA,NA,0,"Russet Potatoes",83,4
"208",8,28985,2,8,15,30,45,NA,NA,NA,NA,NA,0,"Michigan Organic Kale",83,4
"209",8,32030,2,10,15,30,45,NA,NA,NA,NA,NA,0,"Extra Sharp White Cheddar",21,16
"210",8,32197,1,8,0,30,30,NA,NA,NA,NA,NA,0,"Organic Celery Root",83,4
"211",8,33640,1,4,0,60,60,NA,NA,NA,NA,NA,0,"Baked Beans, Vegetarian",59,15
"212",8,34190,1,19,0,0,0,NA,NA,NA,NA,NA,0,"Organic Coconut Cream",66,6
"213",8,34358,2,9,15,60,75,NA,NA,NA,NA,NA,0,"Garlic",83,4
"214",8,39110,1,4,0,0,0,NA,NA,NA,NA,NA,0,"Red Chili Flakes",104,13
"215",8,39812,1,5,0,0,0,NA,NA,NA,NA,NA,0,"Organic Thyme",16,4
"216",8,41540,1,6,0,60,60,4,1,14,10,16,1,"Organic Whole White Mushrooms",83,4
"217",8,42736,1,5,0,30,30,NA,NA,NA,NA,NA,0,"Unsalted Butter",36,16
"218",8,43295,1,15,0,30,30,NA,NA,NA,NA,NA,0,"Unsweetened Vanilla Almond Milk",91,16
"219",8,44099,1,17,0,0,0,NA,NA,NA,NA,NA,0,"Organic Dried Porcini Mushrooms",63,9
"220",8,49533,1,12,0,0,0,NA,NA,NA,NA,NA,0,"Cane Sugar",17,13
"221",8,NA,1,NA,0,70,70,NA,NA,NA,NA,NA,0,NA,NA,NA
"222",9,311,1,25,0,0,0,NA,NA,NA,NA,NA,0,"Naturals Savory Turkey Breakfast Sausage",52,1
"223",9,481,2,7,18,36,54,NA,NA,NA,NA,NA,0,"Black Peppercorns",104,13
"224",9,1559,1,20,0,36,36,4,6,10,30,13,1,"Cherry Pomegranate Greek Yogurt",120,16
"225",9,2732,1,15,0,36,36,NA,NA,NA,NA,NA,0,"Gluten Free Pretzel Sticks",107,19
"226",9,3634,1,34,0,36,36,NA,NA,NA,NA,NA,0,"Krinkle Cut Classic Barbecue Potato Chips",107,19
"227",9,4957,2,5,3,6,9,NA,NA,NA,NA,NA,0,"Total 2% Lowfat Greek Strained Yogurt With Blueberry",120,16
"228",9,5002,1,11,0,0,0,NA,NA,NA,NA,NA,0,"Organic Iced Oatmeal Cookie ZBar",3,19
"229",9,5194,1,10,0,0,0,NA,NA,NA,NA,NA,0,"Organic Bunny Fruit Snacks Berry Patch",50,19
"230",9,6489,2,11,18,36,54,NA,NA,NA,NA,NA,0,"Backyard Barbeque Potato Chips",107,19
"231",9,7952,1,24,0,0,0,NA,NA,NA,NA,NA,0,"Chicken & Apple Breakfast Sausage",106,12
"232",9,8467,1,21,0,36,36,4,6,10,30,7,1,"Cinnamon Raisin Bread",112,3
"233",9,8834,2,4,15,36,51,4,6,10,30,4,1,"Raspberry Lime Sparkling Seltzer Water",115,7
"234",9,8952,1,23,0,0,0,NA,NA,NA,NA,NA,0,"Multigrain Pancake & Waffle Mix",130,14
"235",9,10132,1,18,0,36,36,4,6,10,30,18,1,"Organic American Cheese Singles",21,16
"236",9,11790,1,27,0,0,0,NA,NA,NA,NA,NA,0,"Natural Vanilla Marshmallows",17,13
"237",9,12075,1,16,0,36,36,4,6,10,30,6,1,"Spicy Hummus",67,20
"238",9,13351,1,6,0,0,0,NA,NA,NA,NA,NA,0,"Total 0% Peach Yogurt",120,16
"239",9,13740,1,12,0,0,0,NA,NA,NA,NA,NA,0,"Organic Summer Strawberry Bunny Fruit Snacks",50,19
"240",9,16018,1,22,0,0,0,NA,NA,NA,NA,NA,0,"Cinnamon Crunch Apple Chips",50,19
"241",9,16154,1,15,0,0,0,NA,NA,NA,NA,NA,0,"Mini Peanut Butter Sandwich Crackers",78,19
"242",9,17600,1,14,0,36,36,4,6,10,30,16,1,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",120,16
"243",9,18926,2,5,15,36,51,4,6,10,30,10,1,"Fat Free Strawberry Yogurt",120,16
"244",9,19627,1,18,0,0,0,NA,NA,NA,NA,NA,0,"Butternut Squash Pear Stage 2 Baby Food",92,18
"245",9,20899,1,26,0,36,36,4,6,10,30,19,1,"Goo Berry Pie Probugs Kefir",120,16
"246",9,21108,1,26,0,0,0,NA,NA,NA,NA,NA,0,"Cherry Vanilla Creme Soda",77,7
"247",9,21462,1,27,0,36,36,NA,NA,NA,NA,NA,0,"Zero Calorie Cola Soda",77,7
"248",9,23592,1,28,0,0,0,NA,NA,NA,NA,NA,0,"RapidRise Yeast",17,13
"249",9,23765,1,29,0,36,36,NA,NA,NA,NA,NA,0,"Organic Smoked Turkey Breast",96,20
"250",9,24341,2,2,15,36,51,NA,NA,NA,NA,NA,0,"Organic & Cold-Pressed Vegetable & Fruit Juice Vitality",31,7
"251",9,24952,1,23,0,36,36,NA,NA,NA,NA,NA,0,"Tortilla Chips, Corn, Red Hot Blues",107,19
"252",9,24954,1,19,0,36,36,4,6,10,30,11,1,"Total 0% with Honey Nonfat Greek Strained Yogurt",120,16
